event_id,customer_id,event_ts,event_type,reward_id,store_id
902687,130,2025-09-30 08:41:00,earn,,1006
901213,63,2025-10-01 07:39:00,earn,,1008
902748,134,2025-10-01 07:50:00,signup,,1005
902345,117,2025-10-01 14:03:00,signup,,1009
905004,253,2025-10-02 07:48:00,earn,,1001
901904,92,2025-10-02 17:43:00,signup,,1010
902371,117,2025-10-03 13:46:00,earn,,1009
901591,80,2025-10-03 14:51:00,signup,,1010
900208,12,2025-10-03 18:45:00,earn,,1006
901347,69,2025-10-04 17:10:00,earn,,1002
902093,103,2025-10-05 07:04:00,signup,,1004
903625,182,2025-10-05 07:11:00,signup,,1007
901615,80,2025-10-06 08:22:00,earn,,1010
901921,92,2025-10-06 09:51:00,earn,,1010
901564,79,2025-10-07 11:10:00,earn,,1009
900402,22,2025-10-07 12:27:00,earn,,1005
904400,221,2025-10-07 14:03:00,earn,,1006
900410,22,2025-10-08 08:50:00,earn,,1005
902681,130,2025-10-08 09:18:00,earn,,1006
902550,123,2025-10-08 10:21:00,earn,,1002
902533,123,2025-10-08 14:33:00,signup,,1002
904417,221,2025-10-08 15:31:00,earn,,1006
904603,233,2025-10-08 16:41:00,earn,,1004
904950,252,2025-10-09 09:28:00,signup,,1009
904450,224,2025-10-09 16:34:00,signup,,1007
902712,130,2025-10-10 07:00:00,tier_change,,1006
903066,149,2025-10-10 08:07:00,signup,,1001
901611,80,2025-10-10 11:33:00,earn,,1010
904611,234,2025-10-10 12:12:00,signup,,1006
902562,123,2025-10-10 12:25:00,earn,,1002
901547,79,2025-10-10 12:58:00,earn,,1009
903173,155,2025-10-10 15:13:00,signup,,1008
901361,69,2025-10-10 17:39:00,redeem,4,1002
902432,119,2025-10-11 10:25:00,earn,,1005
904593,233,2025-10-11 10:45:00,earn,,1004
902122,103,2025-10-11 18:43:00,redeem,6,1004
902690,130,2025-10-12 08:08:00,earn,,1006
901016,54,2025-10-12 12:41:00,signup,,1012
902557,123,2025-10-12 14:29:00,earn,,1002
900876,46,2025-10-12 18:28:00,earn,,1005
901562,79,2025-10-12 18:49:00,earn,,1009
901940,93,2025-10-13 17:47:00,signup,,1006
904463,224,2025-10-13 17:57:00,earn,,1007
904407,221,2025-10-14 16:21:00,earn,,1006
902984,144,2025-10-14 18:51:00,earn,,1012
902561,123,2025-10-15 07:36:00,earn,,1002
903743,187,2025-10-15 07:43:00,earn,,1008
902125,103,2025-10-15 07:56:00,redeem,2,1004
904264,212,2025-10-15 08:21:00,earn,,1007
904246,212,2025-10-15 11:52:00,signup,,1007
904087,203,2025-10-15 12:04:00,signup,,1002
902404,119,2025-10-15 15:27:00,earn,,1005
903736,187,2025-10-15 16:08:00,signup,,1008
901559,79,2025-10-15 17:50:00,earn,,1009
902536,123,2025-10-16 07:47:00,earn,,1002
903460,170,2025-10-16 09:17:00,earn,,1002
904640,234,2025-10-16 09:26:00,earn,,1006
904621,234,2025-10-16 10:32:00,earn,,1006
902751,134,2025-10-16 14:05:00,earn,,1005
902706,130,2025-10-16 14:19:00,redeem,1,1006
901027,54,2025-10-17 10:58:00,earn,,1012
901566,79,2025-10-17 11:56:00,earn,,1009
900019,3,2025-10-17 12:14:00,signup,,1002
900577,31,2025-10-18 07:37:00,signup,,1012
904225,211,2025-10-18 08:30:00,signup,,1005
903259,158,2025-10-18 09:09:00,earn,,1001
902096,103,2025-10-18 10:33:00,earn,,1004
904034,201,2025-10-18 13:35:00,signup,,1008
901574,79,2025-10-19 07:05:00,earn,,1009
903252,158,2025-10-19 11:29:00,earn,,1001
901640,80,2025-10-19 13:12:00,redeem,2,1010
903483,170,2025-10-19 15:42:00,redeem,2,1002
902754,134,2025-10-19 18:01:00,earn,,1005
902969,144,2025-10-20 08:28:00,earn,,1012
904614,234,2025-10-20 10:01:00,earn,,1006
902987,144,2025-10-20 11:34:00,earn,,1012
902678,130,2025-10-21 07:21:00,earn,,1006
900976,53,2025-10-21 07:29:00,signup,,1003
901650,80,2025-10-21 08:30:00,redeem,3,1010
903012,147,2025-10-21 10:00:00,signup,,1001
904474,225,2025-10-21 14:58:00,signup,,1008
900795,44,2025-10-21 15:58:00,signup,,1002
904642,234,2025-10-21 17:46:00,earn,,1006
904402,221,2025-10-22 10:51:00,earn,,1006
904273,212,2025-10-22 18:30:00,earn,,1007
904606,233,2025-10-22 18:32:00,earn,,1004
900037,3,2025-10-23 11:01:00,earn,,1002
901218,63,2025-10-23 11:22:00,earn,,1008
903946,198,2025-10-23 12:48:00,signup,,1004
904045,201,2025-10-23 13:29:00,earn,,1008
904253,212,2025-10-23 15:02:00,earn,,1007
902510,122,2025-10-23 15:35:00,signup,,1012
905121,258,2025-10-23 16:25:00,signup,,1007
903255,158,2025-10-23 17:27:00,earn,,1001
905039,255,2025-10-24 09:18:00,signup,,1010
901001,53,2025-10-24 16:58:00,earn,,1003
901201,63,2025-10-24 17:05:00,earn,,1008
902451,119,2025-10-24 18:41:00,redeem,1,1005
903043,147,2025-10-25 08:04:00,earn,,1001
903740,187,2025-10-25 08:09:00,earn,,1008
903454,170,2025-10-25 08:24:00,earn,,1002
901612,80,2025-10-25 14:41:00,earn,,1010
900799,44,2025-10-25 17:23:00,earn,,1002
903777,189,2025-10-26 10:39:00,signup,,1001
902113,103,2025-10-26 13:20:00,earn,,1004
904627,234,2025-10-26 13:52:00,earn,,1006
901725,85,2025-10-26 17:05:00,signup,,1007
900990,53,2025-10-27 09:23:00,earn,,1003
900595,31,2025-10-27 11:28:00,earn,,1012
900419,23,2025-10-27 12:20:00,signup,,1007
904956,252,2025-10-27 14:22:00,earn,,1009
901736,85,2025-10-27 17:17:00,earn,,1007
900858,46,2025-10-27 17:27:00,earn,,1005
900431,23,2025-10-27 17:43:00,earn,,1007
902556,123,2025-10-28 07:27:00,earn,,1002
902774,134,2025-10-28 08:32:00,earn,,1005
904996,253,2025-10-28 09:19:00,earn,,1001
901023,54,2025-10-28 09:35:00,earn,,1012
902444,119,2025-10-28 13:40:00,redeem,1,1005
901685,83,2025-10-29 07:55:00,signup,,1007
901936,92,2025-10-29 10:38:00,redeem,4,1010
903635,182,2025-10-29 14:17:00,earn,,1007
901743,85,2025-10-29 15:50:00,earn,,1007
905001,253,2025-10-29 16:24:00,earn,,1001
901939,92,2025-10-30 07:08:00,redeem,2,1010
901621,80,2025-10-30 12:40:00,earn,,1010
901040,54,2025-10-30 12:41:00,earn,,1012
903417,169,2025-10-30 13:24:00,signup,,1001
902677,130,2025-10-30 15:49:00,earn,,1006
901351,69,2025-10-30 16:07:00,earn,,1002
904491,225,2025-10-30 18:20:00,earn,,1008
901739,85,2025-10-31 07:14:00,earn,,1007
902993,144,2025-10-31 08:49:00,earn,,1012
901506,78,2025-10-31 09:16:00,signup,,1007
905165,260,2025-10-31 09:24:00,signup,,1004
900809,44,2025-10-31 10:36:00,earn,,1002
903631,182,2025-10-31 11:52:00,earn,,1007
903802,189,2025-10-31 13:04:00,redeem,6,1001
903418,169,2025-10-31 15:24:00,earn,,1001
904066,201,2025-10-31 17:55:00,earn,,1008
902697,130,2025-11-01 07:33:00,earn,,1006
901354,69,2025-11-01 09:21:00,earn,,1002
902769,134,2025-11-01 10:31:00,earn,,1005
902586,125,2025-11-01 11:39:00,signup,,1008
903984,199,2025-11-01 13:45:00,earn,,1007
905193,260,2025-11-01 14:55:00,redeem,6,1004
901737,85,2025-11-01 15:53:00,earn,,1007
900801,44,2025-11-01 17:39:00,earn,,1002
902412,119,2025-11-01 17:49:00,earn,,1005
905007,253,2025-11-01 18:16:00,earn,,1001
903750,187,2025-11-02 10:18:00,earn,,1008
901021,54,2025-11-02 15:01:00,earn,,1012
901030,54,2025-11-02 15:44:00,earn,,1012
905198,260,2025-11-03 08:04:00,redeem,2,1004
904951,252,2025-11-03 08:12:00,earn,,1009
902369,117,2025-11-03 13:28:00,earn,,1009
905009,253,2025-11-03 14:54:00,earn,,1001
905012,253,2025-11-03 15:29:00,redeem,2,1001
904488,225,2025-11-03 15:32:00,earn,,1008
905196,260,2025-11-03 15:36:00,redeem,2,1004
904004,199,2025-11-03 15:55:00,redeem,2,1007
903647,182,2025-11-03 16:18:00,earn,,1007
901742,85,2025-11-03 16:37:00,earn,,1007
904972,252,2025-11-03 16:46:00,earn,,1009
901944,93,2025-11-03 16:51:00,earn,,1006
902226,109,2025-11-04 07:47:00,signup,,1002
901598,80,2025-11-04 11:05:00,earn,,1010
902240,109,2025-11-04 16:47:00,earn,,1002
905075,255,2025-11-05 07:12:00,redeem,2,1010
903804,190,2025-11-05 13:42:00,signup,,1002
901956,93,2025-11-05 14:22:00,earn,,1006
901025,54,2025-11-05 14:52:00,earn,,1012
904458,224,2025-11-05 17:44:00,earn,,1007
904620,234,2025-11-05 17:56:00,earn,,1006
902437,119,2025-11-06 13:03:00,earn,,1005
902106,103,2025-11-06 18:56:00,earn,,1004
901608,80,2025-11-07 07:17:00,earn,,1010
901348,69,2025-11-07 09:43:00,earn,,1002
901630,80,2025-11-07 11:56:00,earn,,1010
903751,187,2025-11-07 12:11:00,earn,,1008
903632,182,2025-11-07 14:49:00,earn,,1007
904071,201,2025-11-07 14:56:00,redeem,6,1008
904581,233,2025-11-07 15:51:00,earn,,1004
903783,189,2025-11-07 18:09:00,earn,,1001
900433,23,2025-11-08 07:00:00,earn,,1007
900572,30,2025-11-08 08:07:00,redeem,6,1011
902120,103,2025-11-08 12:05:00,redeem,6,1004
900582,31,2025-11-08 12:08:00,earn,,1012
900542,30,2025-11-08 12:09:00,signup,,1011
903475,170,2025-11-08 16:22:00,earn,,1002
905044,255,2025-11-08 16:42:00,earn,,1010
903739,187,2025-11-08 17:24:00,earn,,1008
900982,53,2025-11-09 13:58:00,earn,,1003
904255,212,2025-11-09 14:38:00,earn,,1007
901507,78,2025-11-09 18:39:00,earn,,1007
903046,147,2025-11-10 11:12:00,redeem,1,1001
902762,134,2025-11-10 11:42:00,earn,,1005
904404,221,2025-11-10 11:57:00,earn,,1006
903808,190,2025-11-10 13:17:00,earn,,1002
900318,20,2025-11-10 13:44:00,signup,,1005
904646,234,2025-11-10 13:47:00,redeem,2,1006
904587,233,2025-11-10 16:33:00,earn,,1004
902450,119,2025-11-10 18:18:00,redeem,3,1005
902406,119,2025-11-10 18:25:00,earn,,1005
904637,234,2025-11-10 18:59:00,earn,,1006
901920,92,2025-11-11 08:14:00,earn,,1010
903843,193,2025-11-11 11:21:00,signup,,1009
902428,119,2025-11-11 14:03:00,earn,,1005
902597,125,2025-11-11 15:16:00,earn,,1008
902108,103,2025-11-11 18:22:00,earn,,1004
900812,45,2025-11-12 08:15:00,signup,,1006
904156,207,2025-11-12 09:48:00,signup,,1002
900323,20,2025-11-12 14:26:00,earn,,1005
901637,80,2025-11-12 15:35:00,redeem,5,1010
901531,78,2025-11-12 17:35:00,earn,,1007
901694,83,2025-11-13 07:33:00,earn,,1007
900839,45,2025-11-13 07:40:00,earn,,1006
901928,92,2025-11-13 08:27:00,earn,,1010
904049,201,2025-11-13 08:37:00,earn,,1008
902159,106,2025-11-13 09:21:00,signup,,1003
901521,78,2025-11-13 10:30:00,earn,,1007
900339,20,2025-11-13 12:07:00,earn,,1005
903763,187,2025-11-13 12:29:00,redeem,6,1008
904169,207,2025-11-13 12:57:00,earn,,1002
901948,93,2025-11-13 16:25:00,earn,,1006
901555,79,2025-11-13 18:09:00,earn,,1009
902696,130,2025-11-14 09:21:00,earn,,1006
902119,103,2025-11-14 10:21:00,redeem,6,1004
903485,170,2025-11-14 12:00:00,tier_change,,1002
900993,53,2025-11-14 15:41:00,earn,,1003
900979,53,2025-11-14 16:35:00,earn,,1003
902427,119,2025-11-15 09:16:00,earn,,1005
902429,119,2025-11-15 12:09:00,earn,,1005
903851,193,2025-11-15 13:35:00,earn,,1009
902446,119,2025-11-15 16:07:00,redeem,1,1005
900219,12,2025-11-15 16:44:00,earn,,1006
904636,234,2025-11-16 08:19:00,earn,,1006
900815,45,2025-11-16 10:23:00,earn,,1006
904484,225,2025-11-16 11:02:00,earn,,1008
903960,198,2025-11-16 11:29:00,earn,,1004
902423,119,2025-11-16 11:44:00,earn,,1005
900985,53,2025-11-16 12:28:00,earn,,1003
900814,45,2025-11-16 16:16:00,earn,,1006
902527,122,2025-11-16 16:34:00,earn,,1012
900841,45,2025-11-16 16:58:00,earn,,1006
901259,65,2025-11-17 08:38:00,signup,,1009
903779,189,2025-11-17 10:53:00,earn,,1001
904403,221,2025-11-17 11:08:00,earn,,1006
905168,260,2025-11-17 11:08:00,earn,,1004
905148,258,2025-11-17 14:37:00,earn,,1007
901210,63,2025-11-17 14:51:00,earn,,1008
905071,255,2025-11-17 17:01:00,redeem,2,1010
900395,22,2025-11-18 10:21:00,earn,,1005
901969,93,2025-11-18 13:07:00,redeem,2,1006
902431,119,2025-11-18 15:07:00,earn,,1005
900221,12,2025-11-18 15:37:00,earn,,1006
902184,106,2025-11-19 08:11:00,redeem,2,1003
902750,134,2025-11-19 13:24:00,earn,,1005
904047,201,2025-11-19 13:41:00,earn,,1008
903748,187,2025-11-19 16:04:00,earn,,1008
902605,125,2025-11-19 18:02:00,redeem,6,1008
902538,123,2025-11-19 18:22:00,earn,,1002
900212,12,2025-11-20 07:16:00,earn,,1006
902263,109,2025-11-21 10:43:00,redeem,6,1002
905043,255,2025-11-21 15:28:00,earn,,1010
901024,54,2025-11-22 10:34:00,earn,,1012
901214,63,2025-11-22 10:51:00,earn,,1008
900143,10,2025-11-22 12:17:00,signup,,1005
903181,155,2025-11-22 15:18:00,earn,,1008
900605,31,2025-11-22 15:36:00,redeem,5,1012
904410,221,2025-11-22 15:51:00,earn,,1006
900625,33,2025-11-22 16:56:00,signup,,1009
901584,79,2025-11-22 17:02:00,redeem,3,1009
903195,157,2025-11-23 09:39:00,signup,,1001
901549,79,2025-11-23 09:52:00,earn,,1009
901592,80,2025-11-23 10:48:00,earn,,1010
900029,3,2025-11-23 13:23:00,earn,,1002
903441,169,2025-11-23 14:00:00,earn,,1001
904625,234,2025-11-23 14:54:00,earn,,1006
904389,221,2025-11-23 15:03:00,earn,,1006
905070,255,2025-11-23 15:22:00,redeem,4,1010
904010,200,2025-11-23 15:36:00,signup,,1008
900873,46,2025-11-23 17:56:00,earn,,1005
904494,225,2025-11-24 10:00:00,redeem,4,1008
902555,123,2025-11-24 10:08:00,earn,,1002
905137,258,2025-11-24 10:59:00,earn,,1007
903001,144,2025-11-24 11:13:00,redeem,1,1012
903967,198,2025-11-24 12:07:00,earn,,1004
901307,68,2025-11-24 15:05:00,signup,,1010
904008,199,2025-11-24 15:48:00,redeem,4,1007
904663,237,2025-11-24 16:50:00,signup,,1011
904188,207,2025-11-24 17:41:00,redeem,6,1002
903197,157,2025-11-24 18:23:00,earn,,1001
903786,189,2025-11-24 18:57:00,earn,,1001
901617,80,2025-11-25 07:41:00,earn,,1010
903658,182,2025-11-25 08:45:00,earn,,1007
904879,249,2025-11-25 09:59:00,signup,,1004
904583,233,2025-11-25 10:25:00,earn,,1004
901274,65,2025-11-25 14:19:00,earn,,1009
903876,193,2025-11-25 16:52:00,redeem,2,1009
900980,53,2025-11-26 07:45:00,earn,,1003
901280,65,2025-11-26 08:48:00,redeem,4,1009
904110,203,2025-11-26 09:36:00,redeem,2,1002
901004,53,2025-11-26 10:18:00,earn,,1003
900819,45,2025-11-26 10:22:00,earn,,1006
901541,78,2025-11-26 13:11:00,redeem,4,1007
903246,158,2025-11-26 13:31:00,earn,,1001
900600,31,2025-11-26 13:35:00,earn,,1012
902356,117,2025-11-26 14:04:00,earn,,1009
902417,119,2025-11-26 16:39:00,earn,,1005
904019,200,2025-11-27 10:08:00,earn,,1008
900588,31,2025-11-27 10:15:00,earn,,1012
900808,44,2025-11-27 10:57:00,earn,,1002
902558,123,2025-11-27 11:34:00,earn,,1002
902160,106,2025-11-27 14:30:00,earn,,1003
903704,186,2025-11-27 14:35:00,signup,,1011
900824,45,2025-11-27 15:12:00,earn,,1006
903049,147,2025-11-27 15:13:00,redeem,3,1001
904602,233,2025-11-27 17:44:00,earn,,1004
901321,68,2025-11-28 08:02:00,earn,,1010
900424,23,2025-11-28 08:20:00,earn,,1007
904612,234,2025-11-28 14:06:00,earn,,1006
904578,233,2025-11-28 14:48:00,earn,,1004
903758,187,2025-11-28 17:38:00,earn,,1008
901747,85,2025-11-28 17:57:00,earn,,1007
900883,46,2025-11-28 18:53:00,redeem,1,1005
904886,249,2025-11-29 08:35:00,earn,,1004
904092,203,2025-11-29 09:25:00,earn,,1002
904842,248,2025-11-29 11:23:00,signup,,1003
901628,80,2025-11-29 12:19:00,earn,,1010
904574,233,2025-11-29 13:14:00,earn,,1004
901695,83,2025-11-29 15:09:00,earn,,1007
901740,85,2025-11-29 16:59:00,earn,,1007
903778,189,2025-11-29 17:16:00,earn,,1001
902603,125,2025-11-29 18:17:00,redeem,1,1008
902998,144,2025-11-30 08:36:00,earn,,1012
901197,63,2025-11-30 10:23:00,earn,,1008
903810,190,2025-11-30 12:13:00,earn,,1002
903809,190,2025-11-30 14:02:00,earn,,1002
904877,248,2025-11-30 16:19:00,redeem,3,1003
904962,252,2025-11-30 17:24:00,earn,,1009
904166,207,2025-11-30 18:07:00,earn,,1002
901538,78,2025-11-30 18:13:00,redeem,3,1007
901560,79,2025-11-30 18:27:00,earn,,1009
902410,119,2025-12-01 07:37:00,earn,,1005
903964,198,2025-12-01 08:15:00,earn,,1004
901738,85,2025-12-01 12:29:00,earn,,1007
904483,225,2025-12-01 16:11:00,earn,,1008
904173,207,2025-12-02 07:21:00,earn,,1002
904861,248,2025-12-02 07:43:00,earn,,1003
901654,80,2025-12-02 08:00:00,tier_change,,1010
901752,85,2025-12-02 08:46:00,redeem,1,1007
903394,167,2025-12-02 10:54:00,signup,,1008
902571,123,2025-12-02 11:05:00,redeem,6,1002
902244,109,2025-12-02 11:55:00,earn,,1002
901632,80,2025-12-02 16:21:00,earn,,1010
904179,207,2025-12-02 18:02:00,earn,,1002
902541,123,2025-12-03 08:27:00,earn,,1002
904912,249,2025-12-03 10:37:00,redeem,3,1004
905067,255,2025-12-03 12:28:00,earn,,1010
900852,45,2025-12-03 14:08:00,redeem,2,1006
900643,33,2025-12-03 16:12:00,earn,,1009
904046,201,2025-12-03 16:48:00,earn,,1008
900634,33,2025-12-03 17:01:00,earn,,1009
904666,237,2025-12-03 17:59:00,earn,,1011
905041,255,2025-12-03 18:46:00,earn,,1010
902692,130,2025-12-04 08:43:00,earn,,1006
905144,258,2025-12-04 14:01:00,earn,,1007
905051,255,2025-12-04 14:42:00,earn,,1010
904054,201,2025-12-04 18:08:00,earn,,1008
905053,255,2025-12-04 18:15:00,earn,,1010
902099,103,2025-12-05 07:09:00,earn,,1004
900352,20,2025-12-05 07:21:00,earn,,1005
903182,155,2025-12-05 07:59:00,earn,,1008
902992,144,2025-12-05 12:36:00,earn,,1012
903673,184,2025-12-05 14:47:00,signup,,1007
904599,233,2025-12-05 18:34:00,earn,,1004
902352,117,2025-12-06 07:46:00,earn,,1009
904238,211,2025-12-06 08:30:00,earn,,1005
902845,140,2025-12-06 08:46:00,signup,,1011
903680,184,2025-12-06 10:46:00,earn,,1007
904874,248,2025-12-06 10:56:00,redeem,5,1003
901998,97,2025-12-06 10:59:00,signup,,1002
903473,170,2025-12-06 12:16:00,earn,,1002
902532,122,2025-12-06 13:00:00,tier_change,,1012
904022,200,2025-12-06 13:15:00,earn,,1008
902871,140,2025-12-06 14:14:00,earn,,1011
903996,199,2025-12-06 15:05:00,earn,,1007
903037,147,2025-12-06 17:25:00,earn,,1001
905014,253,2025-12-06 18:01:00,redeem,4,1001
904457,224,2025-12-06 18:40:00,earn,,1007
904959,252,2025-12-07 09:47:00,earn,,1009
901326,68,2025-12-07 09:58:00,earn,,1010
903482,170,2025-12-07 10:48:00,redeem,2,1002
900638,33,2025-12-07 15:54:00,earn,,1009
903731,186,2025-12-07 17:43:00,redeem,1,1011
902873,140,2025-12-07 18:57:00,earn,,1011
905187,260,2025-12-08 08:44:00,earn,,1004
903745,187,2025-12-08 08:57:00,earn,,1008
902519,122,2025-12-08 11:30:00,earn,,1012
902524,122,2025-12-08 12:00:00,earn,,1012
903749,187,2025-12-08 12:03:00,earn,,1008
904878,248,2025-12-08 12:06:00,redeem,5,1003
904919,249,2025-12-08 13:24:00,redeem,5,1004
902063,102,2025-12-08 14:51:00,signup,,1008
904969,252,2025-12-08 15:51:00,earn,,1009
905128,258,2025-12-08 17:59:00,earn,,1007
903186,155,2025-12-09 07:25:00,earn,,1008
901342,69,2025-12-09 07:51:00,earn,,1002
900591,31,2025-12-09 08:51:00,earn,,1012
900325,20,2025-12-09 12:23:00,earn,,1005
901015,53,2025-12-09 13:28:00,redeem,4,1003
903239,158,2025-12-09 14:43:00,earn,,1001
900340,20,2025-12-09 14:51:00,earn,,1005
904187,207,2025-12-09 15:29:00,redeem,4,1002
903078,149,2025-12-09 15:52:00,earn,,1001
902364,117,2025-12-09 17:47:00,earn,,1009
903233,157,2025-12-10 11:24:00,redeem,2,1001
904232,211,2025-12-10 11:33:00,earn,,1005
903729,186,2025-12-10 13:54:00,redeem,5,1011
905124,258,2025-12-10 13:56:00,earn,,1007
903653,182,2025-12-10 14:32:00,earn,,1007
903472,170,2025-12-10 14:36:00,earn,,1002
900879,46,2025-12-10 16:02:00,earn,,1005
900586,31,2025-12-10 16:18:00,earn,,1012
903849,193,2025-12-10 16:59:00,earn,,1009
904103,203,2025-12-10 17:51:00,earn,,1002
901026,54,2025-12-10 18:43:00,earn,,1012
902443,119,2025-12-11 07:55:00,redeem,3,1005
900816,45,2025-12-11 08:21:00,earn,,1006
904985,253,2025-12-11 08:57:00,earn,,1001
900174,10,2025-12-11 10:31:00,redeem,2,1005
903469,170,2025-12-11 10:37:00,earn,,1002
903205,157,2025-12-11 11:24:00,earn,,1001
900831,45,2025-12-11 12:26:00,earn,,1006
902170,106,2025-12-11 14:28:00,earn,,1003
905183,260,2025-12-11 16:52:00,earn,,1004
902102,103,2025-12-11 17:11:00,earn,,1004
901908,92,2025-12-11 17:25:00,earn,,1010
903459,170,2025-12-11 17:31:00,earn,,1002
903106,151,2025-12-12 10:58:00,signup,,1002
901363,70,2025-12-12 12:42:00,signup,,1007
904610,233,2025-12-12 14:00:00,tier_change,,1004
900177,10,2025-12-12 14:48:00,redeem,6,1005
905135,258,2025-12-12 15:47:00,earn,,1007
902682,130,2025-12-12 16:00:00,earn,,1006
902129,103,2025-12-13 07:00:00,tier_change,,1004
901395,70,2025-12-13 08:18:00,redeem,6,1007
902589,125,2025-12-13 09:04:00,earn,,1008
902775,134,2025-12-13 09:59:00,earn,,1005
901199,63,2025-12-13 10:11:00,earn,,1008
904356,219,2025-12-13 14:30:00,signup,,1001
905055,255,2025-12-13 16:46:00,earn,,1010
900336,20,2025-12-13 18:42:00,earn,,1005
905152,258,2025-12-14 07:05:00,redeem,2,1007
904863,248,2025-12-14 07:17:00,earn,,1003
904957,252,2025-12-14 08:38:00,earn,,1009
902523,122,2025-12-14 08:54:00,earn,,1012
900757,42,2025-12-14 11:13:00,signup,,1008
901952,93,2025-12-14 11:37:00,earn,,1006
902966,144,2025-12-14 14:59:00,earn,,1012
903399,167,2025-12-14 17:17:00,earn,,1008
903249,158,2025-12-14 18:12:00,earn,,1001
903659,182,2025-12-14 18:28:00,redeem,1,1007
902606,125,2025-12-15 08:02:00,redeem,4,1008
903371,165,2025-12-15 09:03:00,redeem,3,1011
901999,97,2025-12-15 09:37:00,earn,,1002
903349,165,2025-12-15 10:10:00,signup,,1011
900401,22,2025-12-15 12:15:00,earn,,1005
902118,103,2025-12-15 13:00:00,earn,,1004
900866,46,2025-12-15 13:57:00,earn,,1005
900988,53,2025-12-15 15:09:00,earn,,1003
901389,70,2025-12-15 15:46:00,earn,,1007
900157,10,2025-12-15 18:41:00,earn,,1005
901387,70,2025-12-15 18:43:00,earn,,1007
901910,92,2025-12-16 07:15:00,earn,,1010
904031,200,2025-12-16 07:38:00,earn,,1008
900437,23,2025-12-16 10:31:00,redeem,2,1007
900856,46,2025-12-16 10:50:00,earn,,1005
900178,10,2025-12-16 12:12:00,redeem,1,1005
904181,207,2025-12-16 12:51:00,earn,,1002
903760,187,2025-12-16 13:56:00,earn,,1008
900147,10,2025-12-16 13:58:00,earn,,1005
901399,71,2025-12-16 16:42:00,signup,,1001
901943,93,2025-12-16 17:59:00,earn,,1006
900631,33,2025-12-16 18:36:00,earn,,1009
901391,70,2025-12-17 07:02:00,earn,,1007
900148,10,2025-12-17 07:21:00,earn,,1005
904098,203,2025-12-17 07:48:00,earn,,1002
905155,258,2025-12-17 13:46:00,redeem,3,1007
904588,233,2025-12-17 14:28:00,earn,,1004
900350,20,2025-12-17 16:41:00,earn,,1005
903855,193,2025-12-18 07:19:00,earn,,1009
903977,199,2025-12-18 09:50:00,earn,,1007
900590,31,2025-12-18 11:28:00,earn,,1012
901568,79,2025-12-18 11:41:00,earn,,1009
905154,258,2025-12-18 13:26:00,redeem,1,1007
904044,201,2025-12-18 13:46:00,earn,,1008
900609,31,2025-12-18 14:00:00,tier_change,,1012
901212,63,2025-12-18 15:56:00,earn,,1008
900435,23,2025-12-18 15:56:00,earn,,1007
902435,119,2025-12-18 17:41:00,earn,,1005
901410,71,2025-12-18 18:47:00,earn,,1001
900347,20,2025-12-19 07:50:00,earn,,1005
901970,93,2025-12-19 09:00:00,redeem,4,1006
